month,rep,amount
2026-01,CHC,641.67
2026-01,Shane,3604.4
2026-01,Kelly,1342.6
2026-01,Lucy,1611.9
2026-01,Olivia,1473.9
2026-01,Kelly,1522.0
2026-01,Sachin,4519.2
2026-01,Kris,1440.8
2026-01,Rob,1267.6
2026-01,Ambivo,1176.0
2026-01,SamC,4016.0
2026-01,Lucy,6234.23
2026-01,Lucy,2715.17
2026-01,Olivia,2773.0
2026-01,Ambivo,1597.0
2026-01,Rob,1334.8
2026-01,Chris,4083.6
2026-01,CHC,897.5
2026-01,Kelly,8806.0
2026-01,Kris,2131.6
2026-01,Rob,2829.0
2026-01,Kyle,1265.8
2026-01,Olivia,607.17
2026-01,Office,1007.0
2026-01,Niall,5990.0
2026-01,Office,4616.6
2026-02,Chris,1529.8
2026-02,Shane,3748.0
2026-02,Kris,2995.5
2026-02,Merv,1214.0
2026-02,Kelly,1394.8
2026-02,Rob,1123.0
2026-02,Merv,1265.0
2026-02,Merv,2414.0
2026-02,Ambivo,2698.0
2026-02,SamC,4016.0
2026-02,Shane,1383.4
2026-02,Leavers,2743.0
2026-02,Leavers,3728.4
2026-02,Leavers,2073.8
2026-02,Leavers,1267.4
2026-02,Kelly,1097.6
2026-02,Sachin,1022.0
2026-02,Niall,6671.0
2026-02,Chris,6909.0
2026-02,Leavers,5218.0
2026-02,Ambivo,5420.0
2026-02,Shane,1147.6
2026-02,Chris,3123.8
2026-02,Niall,2582.5
2026-02,Shane,5328.4
2026-02,Kelly,1419.8
2026-02,Shane,5328.4
2026-02,Shane,2318.2
2026-02,Kris,3551.0
2026-02,Chris,3192.0
2026-02,SamC,2494.0
2026-02,Leavers,2238.6
2026-02,Chris,3140.0
2026-02,Merv,4516.9
2026-02,Kris,4457.7
2026-02,Leavers,2238.4
2026-02,Rob,1547.0
2026-02,Kris,7106.0
2026-02,Shane,2237.2
2026-02,Lucy,4322.5
2026-02,Kelly,1909.26
2026-02,SamC,2902.0
2026-02,Kris,1147.6
2026-02,Ambivo,3003.0
2026-02,Chris,3563.0
2026-02,Ambivo,2698.0
2026-02,Shane,2269.6
2026-02,Rob,1190.8
2026-02,Ambivo,2694.0
2026-02,Rob,5538.0
2026-02,Lucy,1260.17
2026-02,Rob,5863.6
2026-02,Shane,1920.8
2026-02,Sachin,1140.8
2026-02,CHC,668.25
2026-02,Shane,5070.0
2026-02,CHC,649.0
2026-02,Kelly,3887.0
2026-02,SamC,1204.0
2026-02,CHC,600.0
2026-02,Sachin,6332.8
2026-02,Niall,5557.8
2026-02,Office,974.0
2026-02,Niall,3650.0
2026-02,Olivia,2383.67
2026-02,Kelly,1249.6
2026-02,Leavers,6060.8
2026-02,Ambivo,2794.0
2026-02,Lucy,1956.3
2026-02,Sachin,4659.12
2026-02,Niall,7240.0
2026-02,Rob,4886.4
2026-02,Rob,1419.8
2026-02,Leavers,4882.0
2026-02,Kelly,3166.0
2026-02,Lucy,4469.68
2026-02,Sachin,2899.6
2026-02,Rob,1259.8
2026-02,Indi,2556.0
2026-02,Kelly,1308.4
2026-02,SamC,1372.0
2026-02,Chris,3791.0
2026-02,Rob,8228.0
2026-02,Ambivo,1477.8
2026-02,Niall,5851.0
2026-02,Ambivo,4379.0
2026-02,Ambivo,1329.0
2026-02,SamC,1190.8
2026-02,Niall,2189.25
2026-02,Kris,3090.8
2026-02,Shane,3692.0
2026-02,SamC,998.0
2026-02,Kelly,2631.2
2026-02,Shane,7963.4
2026-02,Niall,4416.0
2026-02,CHC,872.95
2026-02,Kelly,5102.8
2026-02,Niall,2000.0
2026-02,CHC,850.0
2026-02,Ambivo,1552.0
2026-02,Rob,1310.0
2026-02,Sachin,4629.0
2026-02,Leavers,1390.4
2026-02,Shane,3096.0
2026-02,SamC,1840.0
2026-02,Sachin,2237.2
2026-02,Rob,1394.8
2026-02,Kelly,3545.6
2026-02,Leavers,6278.0
2026-02,Ambivo,4091.0
2026-02,Rob,2086.0
2026-02,Kelly,3185.6
2026-02,Kelly,5539.6
2026-03,Kelly,2952.0
2026-03,Kris,5992.4
2026-03,Kris,8347.0
2026-03,Sachin,1662.0
2026-03,Rob,1383.4
2026-03,SamC,2704.0
2026-03,Ambivo,3794.0
2026-03,Rob,1424.8
2026-03,Indi,3188.0
2026-03,Niall,6334.0
2026-03,Ambivo,8488.0
2026-03,Rob,4070.0
2026-03,Ambivo,2560.03
2026-03,Sachin,6561.0
2026-03,Niall,2698.0
2026-03,Kris,2403.3
2026-03,Office,1217.6
2026-03,Office,960.4
2026-03,Indi,3432.0
2026-03,SamC,3866.0
2026-03,Niall,2668.0
2026-03,Samantha,1394.8
2026-03,Kris,1408.0
2026-03,Refund (SD),0.0
2026-03,Rob,4039.4
2026-03,SamC,2627.2
2026-03,Chris,1597.0
2026-03,Kris,2964.0
2026-03,Office,360.0
2026-03,Clive,3381.5
2026-03,Olivia,1749.3
2026-03,Olivia,1911.6
2026-03,Kris,2536.9
2026-03,Kris,3487.1
2026-03,Ambivo,2084.6
2026-03,Kelly,2318.2
2026-03,Ambivo,3568.4
2026-03,Clive,1432.0
2026-03,Kelly,2453.2
2026-03,Ambivo,3516.0
2026-03,SamC,5840.0
2026-03,Niall,7766.0
2026-03,SamC,8960.8
2026-03,Office,1951.0
2026-03,Ambivo,4885.87
2026-03,Office,1973.5
2026-03,Rob,5744.8
2026-03,CHC,797.91
2026-03,Rob,6128.6
2026-03,Kelly,3218.65
2026-03,Rob,6854.6
2026-03,SamC,1420.0
2026-03,Ambivo,1275.0
2026-03,Sachin,2998.0
2026-03,Samantha,2249.2
2026-03,CHC,635.83
2026-03,Ambivo,2712.0
2026-03,Chris,6051.6
2026-03,Office,3787.6
2026-03,Kelly,1502.8
2026-03,Niall,2974.0
2026-03,CHC,577.5
2026-03,Lucy,1332.0
2026-03,Sachin,350.0
2026-03,Sachin,7954.0
2026-03,SamC,2578.0
2026-03,Niall,6334.0
2026-03,Shane,1430.13
2026-03,Ambivo,4235.8
2026-03,Kelly,1672.0
2026-03,Rob,1383.4
2026-03,Rob,1540.0
2026-03,Rob,1496.0
2026-03,Office,406.0
2026-03,Sachin,8623.8
2026-03,Ambivo,3007.3
2026-03,Kelly,1502.8
2026-03,Chris,4340.0
2026-03,Office,506.67
2026-03,Shane,0.0
2026-03,Kelly,5061.5
2026-03,Kelly,8281.0
2026-03,Kris,4055.0
2026-03,SamC,1502.8
2026-03,Clive,1265.8
2026-03,Rob,1568.34
2026-03,CHC,1118.33
2026-03,Office,5061.5
2026-03,Kelly,2387.2
2026-03,Kris,5964.6
2026-03,Office,2960.8
2026-03,Office,1463.6
2026-03,Niall,3744.93
2026-03,Kelly,2108.4
2026-03,Rob,1190.8
2026-03,Niall,2979.0
2026-03,Samantha,1607.8
2026-03,Ambivo,1260.0
2026-03,Kelly,3402.05
2026-03,CHC,908.33
2026-03,Kris,3939.6
2026-03,Chris,1973.5
2026-03,Kris,1782.0
2026-03,Office,3197.8
2026-03,Kris,4692.3
2026-03,Kelly,2165.0
2026-03,Chris,3320.0
2026-03,Office,1876.0
2026-03,Kris,2723.0
2026-03,Lucy,4714.68
2026-03,SamC,2616.0
2026-03,Rob,5000.0
2026-03,Office,3773.8
2026-03,Ambivo,3016.0
2026-03,Niall,5097.2
2026-03,Chris,2554.6
2026-03,Rob,2001.2
2026-03,SamC,5713.33
2026-03,Sachin,3306.7
2026-03,Ambivo,3477.0
2026-03,Rob,1259.8
2026-04,SamC,2651.0
2026-04,ChrisM,2644.0
2026-04,Ambivo,4859.6
2026-04,Niall,3043.4
2026-04,Kelly,5499.25
2026-04,Ambivo,8697.8
2026-04,Rob,4088.4
2026-04,Niall,4381.0
2026-04,SamC,3212.0
2026-04,Rob,2158.0
2026-04,ChrisM,1190.8
2026-04,Rob,1267.6
2026-04,Rob,1217.6
2026-04,Ambivo,3105.2
2026-04,CHC,1190.83
2026-04,Ambivo,9375.6
2026-04,ChrisM,4210.6
2026-04,Niall,4612.0
2026-04,ChrisM,1499.4
2026-04,Kelly,3392.17
2026-04,Office,8490.5
2026-04,SamC,2045.5
2026-04,Sachin,3086.0
2026-04,Merv,1458.6
2026-04,Niall,2316.0
2026-04,Kelly,2551.2
2026-04,SamC,2000.0
2026-04,CHC,641.67
2026-04,CHC,1054.17
2026-04,SamC,2164.0
2026-04,Kelly,2141.2
2026-04,Samuel,1084.0
2026-04,ChrisM,2208.4
2026-04,Samantha,3169.6
2026-04,Rob,1267.6
2026-04,Sachin,1363.6
2026-04,Paul,1190.8
2026-04,Samantha,1367.0
2026-04,Rob,2602.0
2026-04,Office,1148.2
2026-04,Office,909.0
2026-04,SamC,1406.2
2026-04,Samantha,4647.0
2026-04,ChrisM,17069.0
2026-04,Ambivo,4246.8
2026-04,Kelly,1388.6
2026-04,Kris,2708.4
2026-04,Rob,1393.6
2026-04,Samuel,0.0
2026-04,Niall,2426.0
2026-04,Office,1846.0
2026-04,Kelly,5651.0
2026-04,ChrisM,2000.0
2026-04,Office,1721.0
2026-04,SamC,3584.4
2026-04,Office,2635.2
2026-04,Samantha,2760.2
2026-04,Office (Victoria),3551.8
2026-04,Kris,2131.6
2026-04,ChrisS,3627.0
2026-04,ChrisS,2315.2
2026-04,SamC,3740.0
2026-04,Paul,0.0
2026-04,Samantha,2314.0
2026-04,Kelly,8492.0
2026-04,Scott,500.0
2026-04,Scott,3920.0
2026-04,Kris,5186.4
2026-04,Commercial,2530.83
2026-04,Kelly,2435.2
2026-04,ChrisM,5100.4
2026-04,Rob,2158.4
2026-04,Office,1135.0
2026-04,SamC,2640.2
2026-04,Paul,7155.0
2026-04,Rob,5136.0
2026-04,Office,1234.0
2026-04,Niall,4198.33
2026-04,SamC,4300.0
2026-04,Rob,1147.6
2026-04,Ambivo,2088.4
2026-04,Kelly,8483.4
2026-04,Niall,2369.0
2026-04,Paul,5331.0
2026-04,Niall,3090.8
2026-04,Rob,1735.0
2026-04,SamC,5650.8
2026-04,Samantha,2560.6
2026-04,ChrisM,4516.0
2026-04,Samuel,9618.8
2026-04,Kelly,2021.21
2026-04,Scott,2525.2
2026-04,Niall,3726.0
2026-04,Samantha,2093.0
2026-04,Paul,2831.0
2026-04,Office,4452.0
2026-04,SamC,6395.0
2026-04,Samantha,3789.0
2026-04,Rob,4017.0
2026-04,Kris,4610.0
2026-04,Samantha,7070.0
2026-04,Samantha,2045.2
2026-04,Merv,18528.0
2026-04,Rob,2971.6
2026-04,Niall,6474.0
2026-04,Office,2000.0
2026-04,ChrisS,4404.6
2026-04,CHC,942.5
2026-04,Kelly,4290.0
2026-04,SamC,2318.0
2026-04,SamC,4438.2
2026-04,Lucy,1872.17
2026-04,Scott,5600.4
2026-04,SamC,1267.6
2026-04,ChrisM,6790.8
2026-04,Ambivo,2968.0
2026-04,Scott,1255.0
2026-04,ChrisM,5411.8
2026-04,Paul,1540.0
2026-04,Niall,1145.0
2026-04,Paul,8334.0
2026-04,SamC,2064.0
2026-04,Office,1157.0
2026-04,Rob,2799.0
2026-04,SamC,1250.0
2026-04,SamC,1073.0
2026-04,Office,200.0
2026-04,Office,2140.2
2026-04,Niall,1191.0
2026-04,SamC,2046.0
2026-04,ChrisS,2381.6
2026-04,Kelly,10772.8
2026-04,Scott,2254.0
2026-04,Niall,7009.2
2026-04,Kelly,4341.4
2026-04,Samuel,6508.4
2026-04,Paul,1565.0
2026-04,Niall,2191.4
2026-04,Paul,2000.0
2026-04,SamC,4304.0
2026-04,Kelly,5566.0
2026-04,Office,8267.5
2026-04,Samuel,6932.2
2026-04,Lucy,1995.38
2026-04,Rob,6405.2
2026-05,refund (ND),0.0
2026-05,Kris,2284.9
2026-05,ChrisS,5554.2
2026-05,Kelly,4071.0
2026-05,SamC,8367.0
2026-05,Scott,2597.5
2026-05,SamC,2304.4
2026-05,Kelly,1394.8
2026-05,Victoria,2165.2
2026-05,Kris,2431.2
2026-05,Niall,3266.5
2026-05,ChrisM,3962.0
2026-05,Niall,2614.0
2026-05,Kris,2411.9
2026-05,Indi,4400.0
2026-05,Scott,4383.4
2026-05,Kris,3239.0
2026-05,CHC,600.0
2026-05,SamC,4824.0
2026-05,Niall,3173.0
2026-05,Kris,2013.6
2026-05,Office,3305.0
2026-05,Samantha,2512.6
2026-05,Scott,3595.0
2026-05,Scott,2561.2
2026-05,ChrisM,8239.8
2026-05,SamC,1451.0
2026-05,Niall,2602.0
2026-05,Niall,2430.0
2026-05,Lucy,1563.25
2026-05,Samuel,4388.4
2026-05,Kris,4426.8
2026-05,Office,416.67
2026-05,Samantha,1259.8
2026-05,Kris,5055.4
2026-05,ChrisM,2528.2
2026-05,ChrisM,1431.2
2026-05,SamC,2539.0
2026-05,Kris,8554.0
2026-05,Samantha,6000.0
2026-05,Victoria,2500.0
2026-05,Victoria,3498.6
2026-05,Scott,4175.0
2026-05,Kelly,4953.8
2026-05,Kris,3230.0
2026-05,Samantha,2153.4
2026-05,ChrisM,5735.5
2026-05,Kelly,4125.0
2026-05,ChrisM,3172.4
2026-05,Kelly,1458.4
2026-05,Paul,3751.4
2026-05,ChrisM,2291.2
2026-05,ChrisS,3578.0
2026-05,Office,3712.5
2026-05,Paul,3002.0
2026-05,Rob,2075.0
2026-05,Samuel,3503.0
2026-05,Samantha,2501.2
2026-05,Niall,4900.0
2026-05,Office,960.0
2026-05,Ambivo,3806.0
2026-05,Samuel,2453.2
2026-05,Ambivo,2207.6
2026-05,Ambivo,1552.0
2026-05,Paul,5239.0
2026-05,Kris,2591.2
2026-05,Kris,1190.8
2026-05,Ambivo,5375.0
2026-05,Kelly,4151.1
2026-05,Samantha,1528.83
2026-05,Kris,7527.5
2026-05,Kris,1331.2
2026-06,Josh,1156.0
2026-06,Samantha,2870.4
2026-06,Samantha,4125.0
2026-06,Kris,3211.1
2026-06,Niall,2548.0
2026-06,Office,14414.6
2026-06,Kelly,4462.5
2026-06,Kelly,1394.8
2026-06,SamC,1359.0
2026-06,Niall,1469.8
2026-06,Samantha,2291.2
2026-06,ChrisM,4325.4
2026-06,SamC,3725.0
2026-06,Scott,4780.0
2026-06,ChrisM,2377.6
2026-06,Kelly,7028.58
2026-06,CHC,1620.0
2026-06,Kris,5826.1
2026-06,Samantha,4125.0
2026-06,Kris,3294.2
2026-06,Samantha,1155.52
2026-06,Scott,5670.0
2026-06,Niall,2238.2
2026-06,Kelly,5876.0
2026-06,Scott,3712.5
2026-06,Kelly,4462.5
2026-06,Samuel,4125.0
2026-06,Kelly,1313.79
2026-06,Office,4462.5
2026-06,Merv,1546.35
2026-06,ChrisS,3782.4
2026-06,Samantha,10493.2
2026-06,CHC,710.83
2026-06,Office,2100.0
2026-06,Samuel,4298.64
2026-06,Samantha,4063.36
2026-06,Paul,3381.0
2026-06,Samantha,4388.1
2026-06,Kelly,6348.32
2026-06,Kelly,6276.86
2026-06,CHC,1128.33
2026-06,SamC,2134.0
2026-06,Samantha,4462.5
2026-06,Samantha,1470.0
2026-06,Kelly,5317.0
2026-06,Niall,5246.0
2026-06,Scott,4050.0
2026-06,Samantha,4050.0
2026-06,Paul,3538.0
2026-06,SamC,1746.0
2026-06,Kris,2484.4
2026-06,Samuel,6636.14
2026-06,Samuel,3753.02
2026-06,Niall,1179.44
2026-06,Kris,3645.4
2026-06,Kelly,2061.04
2026-06,ChrisM,1454.44
2026-06,CHC,627.5
2026-06,Samantha,1005.0
2026-06,ChrisM,2500.0
2026-06,Scott,4050.0
2026-06,ChrisM,1878.4
2026-06,Samantha,3859.56
2026-06,Kelly,3999.24
2026-06,ChrisM,4000.0
2026-06,ChrisM,4083.2
2026-06,Office,1120.0
2026-06,SamC,3377.0
2026-06,Office,1035.4
2026-06,ChrisM,3687.0
2026-06,Kris,16134.4
2026-06,Scott,5872.17
2026-06,Samantha,913.94
2026-06,Kelly,5560.2
2026-06,Kelly,0.0
2026-06,Lucy,679.0
2026-06,Samantha,2369.46
2026-06,Paul,4052.0
2026-06,Lucy,612.0
2026-06,Samantha,979.44
2026-06,Paul,4000.0
2026-06,ChrisM,6119.18
2026-06,Merv,5660.86
2026-06,Lucy,37388.66
2026-06,Samuel,4913.18
2026-06,Kelly,13195.14
2026-06,Paul,4965.0
2026-06,SamC,4462.5
2026-06,Office,1105.52
2026-06,Samuel,3879.4
2026-06,SamC,2000.0
2026-06,Kelly,2070.28
2026-06,Niall,3878.04
2026-06,ChrisM,3502.82
2026-06,Scott,2398.0
2026-06,ChrisK,1130.32
2026-06,ChrisM,4062.0
2026-06,Samuel,1304.44
2026-06,Samuel,3185.3
2026-06,Samantha,1113.94
2026-06,Niall,3208.4
2026-06,CHC,985.32
2026-06,Paul,10225.0
2026-06,Kelly,4104.42
2026-06,Paul,13197.18
2026-07,ChrisM,4846.6
2026-07,Samuel,11069.1
2026-07,Kris,2914.1
2026-07,ChrisS,2000.0
2026-07,Niall,6106.0
2026-07,CHC,618.75
2026-07,ChrisM,3259.22
2026-07,SamC,3404.0
2026-07,ChrisK,1000.0
2026-07,Paul,4321.26
2026-07,Merv,679.0
2026-07,Paul,6480.0
2026-07,Samantha,2980.3
2026-07,Kris,1304.44
2026-07,CHC,600.0
2026-07,Office,4183.6
2026-07,CHC,1100.0
2026-07,Paul,7042.0
2026-07,Niall,8896.4
2026-07,Lucy,3550.77
2026-07,Kelly,5003.68
2026-07,ChrisM,4125.0
2026-07,SamC,5583.0
2026-07,Niall,1155.52
2026-07,SamC,3384.5
2026-07,Niall,2960.3
2026-07,ChrisK,2637.2
2026-07,SamC,6340.0
2026-07,Lucy,1051.0
2026-07,Paul,5000.0
2026-07,Scott,1123.0
2026-07,Kelly,8402.0
2026-07,ChrisK,6458.0
